Gene	mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT4G08100	0	0	0	0	1	1
AT4G08101	0	2	1	8	5	1
AT4G08103	0	5	0	1	6	0
AT4G08105	0	7	0	0	0	0
AT4G08110	19	27	43	23	16	42
AT4G08114	0	1	0	0	7	1
AT4G08115	1	0	0	8	1	2
AT4G08120	0	1	0	0	0	0
AT4G08130	0	0	0	2	0	0
AT4G08131	0	3	0	0	4	0
AT4G08138	0	0	0	0	3	0
AT4G08140	0	1	0	1	4	1
AT4G08150	0	53	1	7	26	2
AT4G08160	7	24	3	6	4	5
AT4G08170	9	19	11	21	8	18
AT4G08176	0	0	0	1	0	0
AT4G08180	54	52	59	97	58	121
AT4G08200	0	0	0	0	1	0
AT4G08210	0	1	0	0	5	1
AT4G08220	35	34	30	23	13	18
AT4G08230	190	262	494	348	286	1028
AT4G08240	51	35	31	73	12	57
AT4G08250	0	2	0	5	0	1
AT4G08262	0	0	0	0	3	1
AT4G08263	0	5	0	0	1	1
AT4G08270	0	0	0	0	1	0
AT4G08280	62	73	125	70	64	139
AT4G08290	23	62	60	94	91	117
AT4G08300	10	9	20	19	2	27
AT4G08310	104	145	80	84	46	87
AT4G08320	70	31	48	66	25	48
AT4G08330	19	10	8	21	24	17
AT4G08333	0	0	0	1	5	0
AT4G08336	0	2	0	0	1	0
AT4G08340	0	12	1	8	18	1
AT4G08345	0	0	2	0	0	0
AT4G08350	141	129	223	212	75	318
AT4G08360	0	0	0	0	0	1
AT4G08370	6	120	7	28	30	8
AT4G08375	0	3	0	0	0	0
AT4G08380	0	18	0	15	0	6
AT4G08390	321	422	597	403	221	1101
AT4G08395	0	14	2	7	2	0
AT4G08400	0	9	0	0	9	0
AT4G08410	0	14	3	5	15	2
AT4G08420	0	4	0	0	9	0
AT4G08430	0	0	0	0	3	0
AT4G08450	0	1	0	0	0	1
AT4G08455	11	8	27	5	7	24
AT4G08460	120	107	74	118	46	130
AT4G08470	107	51	223	129	70	291
AT4G08480	22	20	34	43	18	48
AT4G08490	0	1	0	0	7	0
AT4G08500	37	12	78	56	35	154
AT4G08510	4	64	32	31	38	40
AT4G08520	52	79	146	94	57	178
AT4G08540	39	33	61	56	54	63
AT4G08550	0	18	0	0	7	0
AT4G08555	53	50	108	70	103	193
AT4G08560	0	0	0	2	3	0
AT4G08570	0	2	0	3	9	0
AT4G08580	30	47	34	70	22	66
AT4G08590	0	0	2	4	0	1
AT4G08593	0	0	0	0	3	1
AT4G08596	0	6	0	0	0	0
AT4G08598	0	0	1	0	0	0
AT4G08600	0	29	1	9	17	1
AT4G08610	0	0	0	0	1	0
AT4G08630	4	0	0	0	0	0
AT4G08640	0	0	0	0	1	0
AT4G08650	0	1	0	0	4	0
AT4G08660	0	3	0	0	0	0
AT4G08670	0	4	0	0	7	0
AT4G08680	0	2	0	0	7	1
AT4G08685	61	76	175	30	19	71
AT4G08690	2	3	15	19	4	14
AT4G08691	0	5	0	0	1	0
AT4G08692	0	0	0	0	2	0
AT4G08700	28	20	14	4	7	7
AT4G08710	20	33	5	19	20	11
AT4G08720	0	6	1	3	9	1
AT4G08730	0	6	0	0	0	0
AT4G08760	0	2	0	0	0	0
AT4G08765	0	0	0	0	5	0
AT4G08770	6	4	6	32	10	43
AT4G08780	0	1	0	0	7	3
AT4G08790	11	24	20	5	9	18
AT4G08810	148	147	275	220	101	316
AT4G08820	0	1	1	2	0	0
AT4G08830	0	5	0	10	7	0
AT4G08850	242	151	741	725	520	2149
AT4G08860	0	0	0	8	0	6
AT4G08870	578	541	1239	741	265	1157
AT4G08873	0	6	0	1	13	1
AT4G08874	0	0	0	0	15	0
AT4G08876	0	0	0	0	2	0
AT4G08880	0	3	0	0	0	0
AT4G08890	0	2	0	0	0	0
AT4G08900	29	27	45	23	10	41
AT4G08910	0	8	3	0	5	1
AT4G08920	241	214	262	264	136	299
AT4G08930	3	37	21	12	12	33
AT4G08940	30	127	23	20	71	21
AT4G08945	0	0	1	0	3	0
AT4G08949	0	3	1	0	2	0
AT4G08950	131	53	43	31	83	34
AT4G08956	0	2	0	0	1	0
AT4G08960	36	57	138	81	42	178
AT4G08970	0	5	0	0	3	0
AT4G08980	57	71	73	72	53	62
AT4G08990	0	7	3	1	13	0
AT4G08991	0	1	7	3	0	2
AT4G08995	0	3	0	4	0	0
AT4G09000	579	497	872	892	862	1098
AT4G09010	733	640	699	312	143	354
AT4G09012	0	0	6	1	0	1
AT4G09020	143	123	229	107	31	125
AT4G09030	127	93	115	72	62	130
AT4G09040	94	81	265	43	37	122
AT4G09060	0	37	1	6	8	0
AT4G09070	0	0	0	0	3	0
AT4G09080	0	0	1	0	0	0
AT4G09120	0	0	1	0	2	0
AT4G09130	0	0	1	0	1	0
AT4G09140	6	14	12	13	16	18
AT4G09146	0	0	0	0	1	0
AT4G09150	112	95	143	114	49	150
AT4G09160	0	13	6	3	3	3
AT4G09170	0	0	0	0	2	0
AT4G09180	30	29	44	28	23	23
AT4G09205	0	3	1	0	0	1
AT4G09230	0	6	0	2	4	1
AT4G09290	0	2	0	0	3	0
AT4G09300	0	2	0	7	10	1
AT4G09313	0	15	1	7	8	0
AT4G09316	0	0	0	0	4	0
AT4G09320	233	200	309	173	122	301
AT4G09340	20	32	15	24	14	21
AT4G09350	35	39	45	18	8	29
AT4G09370	0	0	0	0	1	0
AT4G09390	0	0	0	5	2	0
AT4G09410	0	0	0	1	3	0
AT4G09420	23	11	34	41	29	66
AT4G09425	0	2	0	0	0	0
AT4G09430	6	8	4	1	0	5
AT4G09452	0	3	0	0	0	0
AT4G09460	13	13	30	19	33	19
AT4G09480	0	0	2	0	0	0
AT4G09490	4	5	12	8	4	2
AT4G09500	10	2	6	10	0	1
AT4G09510	16	21	39	24	16	21
AT4G09520	10	8	9	3	5	9
AT4G09550	12	28	47	12	2	27
AT4G09560	44	55	80	69	61	185
AT4G09565	0	9	0	0	11	0
AT4G09570	58	47	96	113	64	82
AT4G09580	33	22	58	40	39	61
AT4G09584	0	6	0	0	0	2
AT4G09600	0	2	4	0	5	0
AT4G09610	0	0	1	0	0	0
AT4G09620	51	19	44	26	23	42
AT4G09625	0	0	0	4	0	0
AT4G09630	54	30	74	31	22	66
AT4G09640	8	23	20	11	6	25
AT4G09644	0	0	0	4	0	0
AT4G09649	0	1	1	0	7	1
AT4G09650	3130	3579	2872	2205	1181	1594
AT4G09670	88	134	126	63	36	101
AT4G09680	4	13	36	42	17	51
AT4G09710	0	1	0	7	4	0
AT4G09720	21	58	55	43	62	99
AT4G09730	49	65	241	72	31	189
AT4G09731	4	0	0	0	0	0
AT4G09740	0	8	0	2	4	0
AT4G09750	6	16	28	8	22	22
AT4G09760	143	116	129	64	56	109
AT4G09770	1	1	0	2	2	2
AT4G09780	0	0	2	0	8	0
AT4G09790	0	2	0	0	0	0
AT4G09795	0	0	0	0	3	0
AT4G09800	159	134	261	163	101	326
AT4G09810	7	6	10	3	1	11
AT4G09820	0	10	2	0	1	3
AT4G09830	78	98	189	94	63	174
AT4G09840	0	11	1	5	0	1
AT4G09875	0	5	1	0	2	0
AT4G09880	0	0	0	1	0	0
AT4G09890	26	25	55	9	5	15
AT4G09900	36	19	48	27	17	36
AT4G09920	0	0	0	0	0	1
AT4G09950	9	5	7	2	8	7
AT4G09960	0	2	0	0	9	0
AT4G09970	10	3	13	9	3	5
AT4G09980	48	85	117	70	19	129
AT4G09990	0	0	7	7	5	3
AT4G10000	30	23	94	41	27	67
AT4G10010	0	5	0	0	0	0
AT4G10020	0	2	0	1	1	0
AT4G10030	27	15	32	21	24	38
AT4G10040	14	15	29	19	20	54
AT4G10050	20	6	21	7	13	21
AT4G10060	223	227	275	243	104	238
AT4G10070	15	6	62	22	16	85
AT4G10080	400	356	267	273	126	385
AT4G10090	11	18	18	24	5	13
AT4G10100	8	12	11	24	10	25
AT4G10110	10	18	35	15	17	64
AT4G10120	110	151	242	62	39	217
AT4G10130	9	23	5	6	9	6
AT4G10140	10	5	17	19	10	31
AT4G10150	2	1	5	1	1	0
AT4G10160	0	1	0	0	7	0
AT4G10170	19	19	24	20	17	26
AT4G10180	109	119	416	82	85	296
AT4G10201	0	0	0	0	1	0
AT4G10250	0	9	0	1	1	0
AT4G10260	6	0	0	0	0	0
AT4G10270	0	1	1	0	0	0
AT4G10280	12	26	19	8	3	25
AT4G10290	0	0	1	2	1	2
AT4G10300	218	343	168	200	90	168
AT4G10310	0	1	0	0	0	1
AT4G10320	55	98	161	131	75	220
AT4G10330	21	7	31	14	5	14
AT4G10340	5867	4262	11071	3188	1306	4704
AT4G10350	0	4	0	0	0	0
AT4G10360	20	40	63	37	17	74
AT4G10370	0	17	0	0	3	0
AT4G10380	0	43	7	5	41	7
AT4G10390	2	12	10	11	9	17
AT4G10400	3	0	17	8	4	14
AT4G10414	0	35	0	2	24	0
AT4G10420	0	1	2	0	1	1
AT4G10430	20	47	49	46	21	50
AT4G10440	12	10	0	0	0	1
AT4G10450	34	16	44	42	33	48
AT4G10460	0	5	0	0	0	0
AT4G10465	0	0	0	1	0	0
AT4G10470	8	12	12	13	9	6
AT4G10480	237	330	245	329	172	347
AT4G10490	0	0	0	0	3	0
AT4G10500	16	15	39	80	0	29
AT4G10507	0	7	0	0	21	1
AT4G10510	0	2	0	0	3	0
AT4G10550	8	3	11	4	8	7
AT4G10560	2	0	0	0	0	0
AT4G10570	16	9	25	10	16	32
AT4G10580	0	6	0	1	2	0
AT4G10590	6	7	20	30	17	25
AT4G10600	14	27	5	3	7	0
AT4G10603	0	4	0	0	0	0
AT4G10610	51	57	77	60	30	70
AT4G10620	22	45	55	26	24	83
AT4G10630	0	5	3	11	6	2
AT4G10640	0	7	0	2	6	1
AT4G10650	0	6	2	0	6	3
AT4G10670	0	0	0	1	3	0
AT4G10690	0	3	15	5	10	7
AT4G10710	121	94	139	164	57	197
AT4G10720	0	6	3	0	0	1
AT4G10730	45	52	86	77	44	114
AT4G10740	0	0	0	0	5	0
AT4G10750	37	43	73	57	28	69
AT4G10760	26	41	136	40	37	134
AT4G10770	81	108	131	79	40	103
AT4G10780	0	8	0	5	4	1
AT4G10790	190	126	208	234	78	302
AT4G10800	2	4	1	5	0	2
AT4G10810	122	78	172	102	74	262
AT4G10830	2	0	0	0	6	0
AT4G10840	177	159	161	203	99	254
AT4G10845	0	0	0	0	7	1
AT4G10860	0	0	1	3	2	0
AT4G10865	0	8	0	0	4	0
AT4G10890	0	19	25	5	8	9
AT4G10920	109	105	28	85	42	37
AT4G10925	14	8	25	26	25	35
AT4G10930	24	17	42	35	31	56
AT4G10940	0	1	3	0	3	4
AT4G10950	0	1	0	0	0	1
AT4G10960	0	0	0	1	0	1
AT4G10970	57	80	73	88	54	98
AT4G10990	0	2	1	7	0	3
AT4G11000	6	1	1	9	4	4
AT4G11010	118	157	239	144	156	260
AT4G11030	0	0	0	0	5	0
AT4G11040	0	1	1	0	1	0
AT4G11050	0	1	0	0	0	0
AT4G11060	7	2	18	28	0	16
AT4G11070	0	2	0	0	0	11
AT4G11080	0	10	4	12	13	5
AT4G11090	42	32	39	18	22	65
AT4G11100	108	137	94	56	22	54
AT4G11110	24	45	45	61	52	67
AT4G11120	14	29	35	58	13	37
AT4G11130	3	12	5	2	9	4
AT4G11140	0	0	0	1	1	1
AT4G11150	534	470	1101	571	326	1265
AT4G11160	119	133	111	170	88	200
AT4G11170	2	6	1	28	40	42
AT4G11175	121	106	271	103	54	169
AT4G11190	0	1	0	0	0	0
AT4G11200	0	8	0	1	4	1
AT4G11210	1	1	0	0	0	0
AT4G11211	15	36	20	11	9	5
AT4G11220	71	47	42	88	38	86
AT4G11230	0	4	0	1	4	4
AT4G11240	8	22	115	24	23	94
AT4G11260	202	194	383	277	171	507
AT4G11270	30	16	64	48	30	84
AT4G11280	53	16	19	107	51	85
AT4G11290	0	3	3	0	0	3
AT4G11300	135	59	64	129	43	185
AT4G11310	0	27	1	0	3	1
AT4G11320	19	61	45	5	17	14
AT4G11330	15	16	8	38	36	38
AT4G11340	0	1	0	0	0	0
AT4G11350	4	6	9	12	9	24
AT4G11360	241	131	389	99	91	295
AT4G11370	3	3	20	12	6	26
AT4G11375	0	6	0	0	14	0
AT4G11380	100	93	191	149	98	282
AT4G11385	3	3	0	0	0	1
AT4G11390	0	18	0	5	10	0
AT4G11393	0	0	0	0	1	0
AT4G11400	8	21	3	1	15	1
AT4G11410	20	23	34	24	9	26
AT4G11420	165	219	282	251	131	450
AT4G11430	0	14	12	8	7	5
AT4G11440	6	6	9	12	6	11
AT4G11450	0	0	7	2	5	3
AT4G11470	0	1	2	3	7	47
AT4G11480	1	0	0	0	0	3
AT4G11490	0	3	0	0	0	0
AT4G11500	0	0	0	0	6	3
AT4G11521	18	6	43	24	37	69
AT4G11530	13	1	7	25	4	37
AT4G11540	0	6	0	0	0	0
AT4G11560	108	118	114	112	33	178
AT4G11570	400	274	229	378	189	220
AT4G11580	0	0	0	0	4	0
AT4G11590	3	5	4	0	3	4
AT4G11600	603	499	966	711	379	1271
AT4G11630	8	18	47	21	13	38
AT4G11640	2	19	4	5	17	6
AT4G11650	0	1	0	1	0	3
AT4G11655	0	1	1	3	1	0
AT4G11660	26	15	20	32	19	27
AT4G11670	2	9	42	23	16	71
AT4G11680	28	29	81	82	41	69
AT4G11690	0	9	2	4	0	4
AT4G11700	0	0	0	0	0	1
AT4G11710	0	0	0	3	0	0
AT4G11720	0	8	0	0	5	0
AT4G11730	0	0	0	0	4	0
AT4G11740	61	35	127	130	65	166
AT4G11745	0	3	0	0	0	0
AT4G11750	0	3	1	1	2	0
AT4G11760	0	2	0	0	0	0
AT4G11770	0	1	0	0	1	0
AT4G11780	0	6	4	1	6	1
AT4G11790	68	35	144	90	88	183
AT4G11800	43	20	111	55	23	98
AT4G11820	77	82	85	89	53	158
AT4G11830	70	38	66	79	42	105
AT4G11840	26	11	32	20	13	27
AT4G11845	0	0	1	1	0	3
AT4G11850	54	31	83	96	62	160
AT4G11860	49	18	50	34	26	80
AT4G11876	0	0	0	1	5	0
AT4G11880	0	3	0	2	3	0
AT4G11890	168	63	100	297	107	265
AT4G11900	35	19	105	36	14	58
AT4G11910	4	13	13	10	13	10
AT4G11911	0	0	1	0	0	0
AT4G11920	9	93	20	20	84	16
AT4G11930	0	2	0	0	5	0
AT4G11950	0	0	1	3	1	1
AT4G11960	75	66	166	52	60	100
AT4G11970	5	11	12	5	0	6
AT4G11980	37	26	54	19	8	39
AT4G11990	3	2	0	0	3	0
AT4G12000	19	58	34	16	27	23
AT4G12005	2	0	3	2	2	5
AT4G12010	7	49	29	33	11	32
AT4G12020	34	10	34	53	31	68
AT4G12030	49	45	78	63	29	55
AT4G12040	85	45	79	64	48	153
AT4G12050	0	29	3	5	4	5
AT4G12060	106	81	295	99	58	230
AT4G12070	46	36	39	85	39	110
AT4G12080	12	1	7	8	4	11
AT4G12090	0	3	1	0	5	6
AT4G12110	23	31	35	23	14	39
AT4G12120	24	16	25	63	40	98
AT4G12130	0	8	7	4	7	11
AT4G12135	0	0	0	0	1	0
AT4G12200	0	2	0	0	1	0
AT4G12210	0	0	0	0	0	6
AT4G12220	0	0	0	0	0	1
AT4G12230	46	45	101	93	58	161
AT4G12240	10	28	12	28	12	32
AT4G12250	25	24	43	37	12	91
AT4G12270	0	0	0	2	5	3
AT4G12275	0	9	0	0	2	0
AT4G12290	507	525	2584	1050	652	3179
AT4G12300	44	41	52	86	33	96
AT4G12310	83	72	137	72	36	102
AT4G12320	259	310	551	217	151	253
AT4G12330	3	12	7	6	12	9
AT4G12340	77	64	131	109	68	99
AT4G12350	2	0	0	3	1	0
AT4G12360	0	2	0	0	0	0
AT4G12370	0	1	0	0	5	0
AT4G12380	0	12	0	1	9	0
AT4G12382	0	7	1	1	1	1
AT4G12390	32	51	43	13	14	22
AT4G12400	36	39	20	62	14	48
AT4G12410	8	9	4	8	30	7
AT4G12420	154	310	113	81	143	70
AT4G12440	0	3	0	5	0	1
AT4G12450	6	3	6	2	1	5
AT4G12460	26	32	37	35	18	51
AT4G12470	757	719	486	3683	2203	3768
AT4G12480	579	421	938	2331	2063	5435
AT4G12490	353	302	357	3950	3654	7172
AT4G12500	286	199	393	4074	5059	8173
AT4G12545	3	9	0	3	16	1
AT4G12550	0	6	0	2	0	0
AT4G12560	133	127	87	96	53	100
AT4G12570	31	29	39	40	26	46
AT4G12580	0	0	4	4	1	0
AT4G12590	117	141	190	151	84	225
AT4G12600	40	54	101	49	29	111
AT4G12610	210	135	149	176	113	257
AT4G12620	0	7	4	4	6	3
AT4G12640	20	17	30	7	15	38
AT4G12650	166	167	520	334	190	621
AT4G12670	24	45	36	31	10	36
AT4G12680	7	18	12	8	12	8
AT4G12690	0	12	2	1	7	1
AT4G12700	8	2	18	16	6	19
AT4G12710	4	4	24	9	5	29
AT4G12720	181	141	153	303	180	262
AT4G12730	148	140	368	133	48	142
AT4G12735	0	24	0	2	22	5
AT4G12740	0	6	2	0	4	2
AT4G12750	7	13	26	21	12	35
AT4G12760	13	7	9	12	10	18
AT4G12770	60	83	93	111	38	168
AT4G12780	121	94	214	178	53	323
AT4G12790	43	24	51	65	32	66
AT4G12800	15751	10844	66171	14626	9078	34830
AT4G12830	26	74	113	11	43	23
AT4G12840	0	0	4	1	3	2
AT4G12850	0	1	0	0	2	4
AT4G12860	0	0	1	0	0	0
AT4G12870	0	5	0	0	0	0
AT4G12880	30	33	296	27	18	103
AT4G12890	0	0	1	0	2	0
AT4G12900	55	65	148	41	24	54
AT4G12910	88	55	112	93	37	87
AT4G12915	0	25	0	0	24	0
AT4G12917	12	32	29	2	3	10
AT4G12920	0	0	0	2	3	0
AT4G12930	0	20	0	0	7	0
AT4G12960	0	0	0	0	1	0
AT4G12970	9	23	34	4	0	2
AT4G12980	80	59	72	11	36	24
AT4G12990	8	6	0	0	0	0
AT4G13000	10	23	2	4	16	3
AT4G13010	193	111	589	184	133	685
AT4G13020	101	92	123	98	91	150
AT4G13030	9	62	5	5	67	9
AT4G13040	28	20	55	65	17	98
AT4G13050	40	22	66	59	31	54
AT4G13070	0	7	13	9	7	6
AT4G13075	0	2	0	0	1	0
AT4G13100	33	61	56	38	12	31
AT4G13110	32	65	45	123	45	79
AT4G13120	4	4	3	2	1	4
AT4G13130	0	6	0	0	0	0
AT4G13150	60	37	30	71	16	32
AT4G13160	12	37	9	22	6	12
AT4G13170	25	49	54	13	9	28
AT4G13180	77	77	31	65	49	66
AT4G13190	0	5	0	0	0	0
AT4G13195	0	14	3	0	0	1
AT4G13200	32	47	41	43	22	20
AT4G13210	1	0	0	0	4	0
AT4G13220	139	138	215	126	194	140
AT4G13230	0	0	0	1	1	0
AT4G13240	0	0	0	1	0	0
AT4G13245	0	0	1	0	0	0
AT4G13250	829	806	811	572	255	716
AT4G13259	0	0	0	0	1	0
AT4G13260	2	89	2	1	49	0
AT4G13270	186	134	316	214	267	378
AT4G13280	0	13	1	0	5	0
AT4G13285	0	0	1	0	0	0
AT4G13290	0	63	0	0	32	1
AT4G13310	0	5	2	0	4	0
AT4G13320	0	4	0	1	0	0
AT4G13330	2	2	10	0	4	3
AT4G13340	2155	2449	2636	1022	904	3530
AT4G13345	12	47	47	44	17	54
AT4G13350	152	129	284	168	97	412
AT4G13360	86	57	135	113	65	130
AT4G13370	0	3	3	8	0	9
AT4G13380	0	1	0	1	0	0
AT4G13390	0	72	4	7	40	8
AT4G13395	22	6	14	37	28	29
AT4G13400	16	5	19	18	6	15
AT4G13410	0	3	13	8	24	18
AT4G13420	1	30	0	0	21	3
AT4G13430	242	262	373	285	164	412
AT4G13442	0	4	0	0	9	0
AT4G13450	0	0	0	0	1	0
AT4G13460	53	73	91	50	22	72
AT4G13470	0	7	0	0	2	0
AT4G13480	0	2	0	0	3	0
AT4G13493	0	4	3	7	2	6
AT4G13494	2	1	3	2	2	1
AT4G13495	687	618	1539	522	235	1602
AT4G13500	138	146	214	153	99	167
AT4G13505	0	2	0	6	0	0
AT4G13510	190	121	1018	709	392	1919
AT4G13520	247	253	102	258	80	120
AT4G13530	306	294	138	324	135	170
AT4G13540	21	47	17	21	11	19
AT4G13550	74	83	45	68	54	36
AT4G13554	0	7	0	1	10	0
AT4G13555	0	0	1	0	0	0
AT4G13560	7	8	8	4	0	5
AT4G13564	0	0	1	0	0	0
AT4G13570	6	0	3	2	0	2
AT4G13572	3	17	13	4	3	6
AT4G13575	24	39	18	18	2	12
AT4G13580	0	3	1	3	0	1
AT4G13590	83	114	180	101	71	148
AT4G13600	0	3	5	4	3	9
AT4G13610	12	0	0	0	1	2
AT4G13611	0	7	0	0	5	0
AT4G13615	162	135	201	237	120	366
AT4G13620	0	0	0	0	8	0
AT4G13630	33	68	29	34	33	43
AT4G13640	38	44	52	52	20	37
AT4G13650	1	2	6	12	11	5
AT4G13660	0	0	1	1	2	6
AT4G13670	191	203	188	135	58	141
AT4G13680	6	4	0	0	5	0
AT4G13690	0	2	0	3	2	1
AT4G13710	0	0	7	3	2	1
AT4G13720	17	6	12	1	4	8
AT4G13730	90	73	103	63	45	66
AT4G13750	1	0	17	12	3	25
AT4G13770	337	235	657	301	99	521
AT4G13780	72	67	336	105	62	423
AT4G13790	0	0	0	2	5	2
AT4G13800	29	49	19	3	19	5
AT4G13810	10	20	27	12	16	19
AT4G13820	0	6	2	0	1	1
AT4G13830	1063	938	589	630	405	875
AT4G13840	561	529	787	285	99	349
AT4G13850	368	521	959	481	250	1543
AT4G13860	0	7	2	0	2	0
AT4G13870	4	20	17	6	4	25
AT4G13880	0	2	1	3	0	1
AT4G13885	0	1	0	0	0	1
AT4G13900	6	20	16	13	11	11
AT4G13920	2	1	15	15	3	18
AT4G13930	179	151	173	176	141	284
AT4G13940	588	560	1018	1061	450	1570
AT4G13950	1	0	25	11	16	24
AT4G13970	12	4	17	8	1	19
AT4G13980	25	16	25	41	5	20
AT4G13985	0	1	0	0	0	0
AT4G13990	4	25	20	7	12	7
AT4G13992	0	0	1	2	2	0
AT4G14000	18	24	24	19	10	19
AT4G14010	21	12	19	12	16	12
AT4G14020	27	30	18	22	22	37
AT4G14030	168	135	291	139	83	327
AT4G14040	128	116	315	111	31	175
AT4G14050	2	0	3	1	0	3
AT4G14060	0	1	0	0	0	0
AT4G14070	156	93	224	91	63	198
AT4G14080	0	1	0	0	0	0
AT4G14090	15	20	23	13	13	10
AT4G14096	4	7	12	9	5	9
AT4G14100	37	18	42	13	3	15
AT4G14103	2	0	2	0	0	1
AT4G14105	0	0	0	0	3	0
AT4G14110	45	49	37	32	22	43
AT4G14130	0	0	1	0	0	0
AT4G14140	0	7	1	2	2	0
AT4G14145	20	17	25	2	9	11
AT4G14147	8	9	17	4	6	17
AT4G14150	0	5	2	0	7	1
AT4G14160	86	120	168	125	76	252
AT4G14170	2	5	3	4	1	5
AT4G14180	0	5	2	2	0	3
AT4G14190	23	27	110	33	16	136
AT4G14200	1	26	3	5	25	3
AT4G14210	112	95	156	92	32	124
AT4G14220	56	72	167	186	84	249
AT4G14230	128	137	185	140	73	198
AT4G14240	19	24	34	28	18	26
AT4G14250	0	9	1	0	3	0
AT4G14251	0	2	1	0	13	0
AT4G14270	285	249	112	177	69	54
AT4G14276	0	1	0	0	0	0
AT4G14290	0	2	4	9	3	4
AT4G14300	52	49	94	34	24	88
AT4G14301	1	9	2	7	14	4
AT4G14305	5	2	2	0	0	0
AT4G14310	3	3	1	2	0	3
AT4G14320	74	93	135	85	69	142
AT4G14330	0	12	0	0	5	0
AT4G14340	31	27	16	42	13	25
AT4G14342	35	21	12	33	39	12
AT4G14350	46	147	122	123	182	196
AT4G14360	62	101	153	73	56	157
AT4G14365	160	105	300	458	233	708
AT4G14368	0	4	0	2	6	5
AT4G14370	15	2	5	8	36	32
AT4G14380	0	2	1	8	2	0
AT4G14385	46	35	19	17	7	18
AT4G14390	4	3	14	4	4	6
AT4G14400	787	365	3929	836	321	1847
AT4G14403	1	0	1	3	0	0
AT4G14410	75	101	93	117	66	127
AT4G14420	43	55	73	97	68	124
AT4G14430	469	416	411	544	404	629
AT4G14440	148	220	381	134	74	261
AT4G14450	2	10	3	32	47	51
AT4G14455	4	10	11	26	16	10
AT4G14480	9	27	13	11	4	13
AT4G14490	0	0	1	3	2	6
AT4G14500	52	86	51	80	47	63
AT4G14510	40	86	84	50	18	59
AT4G14520	16	10	29	13	5	24
AT4G14540	121	149	115	92	44	73
AT4G14548	0	2	5	7	0	2
AT4G14550	17	19	6	5	7	2
AT4G14560	32	19	21	8	7	28
AT4G14570	24	32	58	40	24	35
AT4G14580	31	55	21	41	5	38
AT4G14590	1	1	4	2	2	9
AT4G14600	7	2	9	7	10	11
AT4G14605	28	34	37	12	22	31
AT4G14610	10	13	34	45	40	65
AT4G14615	51	52	130	74	47	139
AT4G14630	0	0	5	0	5	14
AT4G14640	0	0	0	1	2	3
AT4G14650	0	8	0	0	5	0
AT4G14660	6	14	11	9	5	9
AT4G14670	0	6	0	0	0	0
AT4G14680	26	20	93	39	31	79
AT4G14690	0	0	21	0	0	5
AT4G14695	0	2	0	0	8	1
AT4G14700	2	8	2	3	4	3
AT4G14710	416	364	111	489	112	147
AT4G14713	0	8	2	0	0	3
AT4G14716	286	238	134	269	110	176
AT4G14720	19	17	9	4	15	10
AT4G14723	0	3	1	0	2	1
AT4G14740	58	73	75	23	19	36
AT4G14746	89	104	327	105	58	736
AT4G14750	4	4	4	1	2	0
AT4G14760	83	65	61	43	31	51
AT4G14770	0	12	11	3	10	1
AT4G14780	0	0	0	1	1	0
AT4G14790	15	23	19	18	17	24
AT4G14800	95	111	147	110	103	263
AT4G14805	0	2	2	1	3	0
AT4G14810	0	1	0	0	6	0
AT4G14815	0	2	0	0	1	0
AT4G14820	5	5	5	6	5	5
AT4G14830	24	74	15	16	40	12
AT4G14840	1	3	1	0	6	3
AT4G14850	7	1	11	5	1	8
AT4G14860	0	9	3	4	3	2
AT4G14870	230	239	120	128	41	90
AT4G14880	332	302	342	353	169	367
AT4G14890	338	521	308	198	123	172
AT4G14900	20	33	93	57	28	113
AT4G14905	5	1	11	10	11	13
AT4G14910	70	69	272	68	40	191
AT4G14920	14	24	29	39	23	53
AT4G14930	58	46	63	52	47	78
AT4G14940	2	8	3	0	5	7
AT4G14950	41	56	52	63	30	57
AT4G14960	227	257	748	270	145	571
AT4G14965	12	32	51	40	7	45
AT4G14970	2	0	4	0	8	3
AT4G14990	76	115	75	100	68	93
AT4G15000	578	756	2621	1062	413	3445
AT4G15010	22	28	44	36	36	75
AT4G15020	38	27	52	56	13	73
AT4G15030	101	197	77	118	32	81
AT4G15040	0	4	1	0	0	1
AT4G15056	0	25	0	0	6	0
AT4G15070	0	3	8	10	7	12
AT4G15080	41	65	69	46	29	85
AT4G15090	15	45	25	23	23	31
AT4G15093	4	13	21	25	17	21
AT4G15100	0	5	0	0	14	0
AT4G15110	103	100	182	49	27	106
AT4G15120	3	11	11	10	6	40
AT4G15130	59	58	59	86	17	53
AT4G15140	1	0	18	8	12	23
AT4G15150	1	9	1	2	4	2
AT4G15160	0	5	4	4	3	1
AT4G15180	38	62	89	100	46	156
AT4G15200	0	13	4	7	4	4
AT4G15210	36	87	243	35	44	201
AT4G15215	1	3	11	0	2	4
AT4G15230	5	14	3	4	1	8
AT4G15233	6	6	18	67	41	84
AT4G15236	0	0	2	2	4	12
AT4G15240	12	9	24	30	17	33
AT4G15242	0	4	0	0	0	0
AT4G15248	7	14	2	0	18	1
AT4G15250	0	0	0	0	1	0
AT4G15258	10	8	3	4	2	3
AT4G15260	77	70	200	104	67	286
AT4G15270	1	6	2	1	14	3
AT4G15280	0	0	3	2	2	10
AT4G15290	0	7	0	0	6	0
AT4G15300	0	0	0	0	1	0
