idRefSeq	N8	T8	N33	T33	N51	T51
NM_001127696	318	238	571	757	891	685
NM_182849	67	30	60	211	141	108
NM_207354	281	748	368	449	849	652
NM_032314	102	131	174	218	280	215
NM_001025777	817	552	815	1159	2219	1712
NM_005085	1040	411	1297	1824	2129	1633
NM_004958	915	767	893	1638	3103	2384
NM_001010891	390	523	716	652	1169	900
NM_177951	319	339	458	564	1091	838
NM_020312	350	161	323	518	613	470
NM_005587	851	795	1171	1356	3690	2848
NM_004661	248	396	284	292	570	440
NM_001005373	296	151	349	760	490	377
NM_019100	136	217	221	212	302	232
NM_001130928	819	762	1044	1231	3514	2696
NM_024549	41	72	129	62	134	103
NM_005915	271	322	307	374	591	454
NR_003067	86	171	348	273	248	190
NM_006460	435	496	494	317	1040	799
NM_001079846	1539	1115	1218	2320	3556	2740
NM_001037533	376	444	537	593	1183	912
NM_004380	1558	1116	1228	2330	3605	2779
NM_021251	53	62	65	83	132	86
NM_002353	4128	1784	3756	4765	2599	2088
NM_002774	428	157	218	276	347	384
NM_001098509	839	758	761	965	1902	974
NM_030624	62	39	43	55	134	109
NM_004456	252	297	333	422	438	140
NM_024345	537	250	650	823	1253	1355
NM_002588	1105	932	1051	1396	3054	1486
NM_018191	268	227	294	373	590	463
NM_001281	177	211	272	345	731	272
NM_001018070	284	385	243	308	696	348
NM_005566	1128	648	1317	1673	3619	2832
NM_001221	870	717	1232	1564	2914	2630
NM_001130058	151	128	528	334	104	1388
NM_145165	320	271	730	927	1261	1228
NM_017849	765	678	844	1070	2297	1539
NM_001012751	589	439	863	1095	1072	1600
NM_175932	494	366	496	631	1550	1448
NM_198700	575	388	379	482	1315	1386
NM_206839	124	68	120	153	299	334
NM_004539	526	446	928	1269	1995	1263
NM_031203	1384	2382	1553	1967	3107	1985
NM_181833	463	449	370	470	1093	674
NM_001005915	116	98	165	187	154	181
NM_007065	781	809	840	1064	3075	1480
NM_178003	1408	1194	935	2011	3419	2480
NM_178001	1432	1214	951	2090	3499	2549
NM_012414	785	666	1133	1086	1766	2002
NM_022776	279	236	293	248	581	595
NM_020231	71	27	119	151	285	366
NM_014950	312	256	498	630	1022	901
NM_001990	292	247	367	391	844	898
NM_024718	629	531	477	1181	1389	878
NM_020657	114	96	192	183	287	453
NM_021999	1819	1537	2939	1706	2350	2865
NM_001789	76	64	55	93	140	99
NM_017647	336	284	316	416	1020	756
NM_201567	76	64	54	92	135	94
NM_014741	434	284	479	608	1681	1414
NM_020899	1326	1123	1107	1290	2372	2739
NM_016457	481	358	373	472	1001	817
NM_001033561	323	286	312	395	808	578
NM_020791	1129	957	1142	1175	2438	3034
NM_025065	83	70	178	97	220	242
NM_005082	2004	1699	1272	3171	4295	3046
NM_133456	60	132	67	85	298	178
NM_012255	700	592	758	1275	1671	985
NM_002508	357	304	348	281	3676	5731
NM_173515	289	246	550	327	330	325
NR_002953	408	347	9829	1462	2114	2055
NM_181553	54	46	76	161	449	286
NM_001048251	54	46	76	161	455	289
NM_181554	54	46	76	161	451	286
NM_002843	176	150	231	299	1125	413
NM_024076	637	544	636	1030	1566	953
NM_001122826	1316	1118	1403	1379	1220	4051
NM_001166	326	278	531	365	1257	1095
NM_015898	1032	876	796	1422	1440	760
NM_032970	60	51	58	78	220	128
NM_005969	1293	1103	1240	1251	2092	3684
NM_015532	54	46	88	102	177	138
NM_004596	164	140	96	183	256	183
NM_024548	177	151	188	219	414	586
NM_002756	353	301	278	746	824	441
NM_001040653	496	421	472	803	1269	976
NM_014577	643	548	845	1069	1238	1158
NM_178000	1428	1214	944	2067	3493	2541
NM_021131	1417	1207	939	2055	3481	2531
NM_052911	328	280	389	425	601	487
NM_015959	142	121	105	127	214	220
NM_006122	507	431	552	762	1688	728
NM_005788	199	169	407	397	595	706
NM_133474	198	169	392	205	330	345
NM_022757	213	181	498	564	777	1100
NM_213598	146	124	189	99	248	316
NR_003138	3499	2977	9696	11263	6459	7129
NM_138957	341	290	283	652	768	580
NM_001128833	1325	1127	1111	1288	2377	2745
NM_138385	246	209	183	390	736	526
NM_014836	81	18	154	200	432	334
NM_145296	207	168	102	194	202	156
NM_139014	743	715	919	822	1937	1502
NR_003672	6287	15484	91120	49291	34366	26632
NM_004862	582	307	249	612	1922	1491
NM_152707	153	64	191	293	443	342
NM_030660	310	231	554	755	857	662
NM_001127697	316	238	553	738	875	676
NM_003442	115	193	145	140	269	208
NM_002805	316	293	508	369	827	642
NM_020120	809	536	812	1138	2195	1697
NM_020730	437	230	378	539	540	419
NM_138361	305	153	347	756	484	376
NM_015260	664	882	737	856	1990	1543
NM_001083621	705	781	663	524	1824	1409
NM_001034024	123	194	192	181	275	213
NM_004804	473	377	471	661	1004	777
NM_175852	1432	893	993	1739	2977	2302
NM_004069	143	271	206	212	397	307
NM_000113	138	71	121	401	584	451
NM_004930	910	853	747	828	2314	1794
NM_001031683	220	29	177	227	241	750
NM_001101669	136	101	166	213	537	528
NM_003866	138	101	166	213	537	530
NM_001845	1864	8094	3710	4735	42746	10510
NM_005529	4015	3582	4497	5726	34101	11459
NR_003701	49496	75557	176356	224513	143499	54320
NR_002573	49436	75449	176075	224248	143109	54254
NM_001008392	438	296	583	747	745	677
NM_001128221	692	328	546	700	1578	1387
NM_001128220	686	315	533	682	1546	1379
NM_172127	875	717	1226	1561	2889	2626
NM_005321	1451	1571	1182	1508	1403	985
NM_001114185	155	135	141	180	271	173
NM_052902	210	311	271	347	514	381
NM_198514	217	109	344	439	510	661
NM_020910	69	44	61	78	183	167
NM_000046	68	201	70	90	631	253
NM_016252	3437	1813	3844	4918	8620	7605
NM_012208	360	385	434	554	917	543
NM_001127617	2270	3079	2753	3506	4433	2260
NM_018997	135	110	229	293	379	301
NM_001111113	1068	535	1321	1691	2141	2786
NR_024368	316	170	161	206	782	609
NM_000255	288	187	414	530	535	656
NM_006503	343	329	375	478	892	613
NM_004451	318	435	212	271	684	466
NM_006227	395	351	477	611	3070	1130
NM_001304	817	619	753	962	2729	2337
NM_207107	92	137	118	151	250	190
NM_022768	332	395	414	530	990	716
NM_016485	331	221	450	576	536	714
NR_015350	259	222	181	459	651	405
NM_001002266	131	112	105	92	279	221
NM_138615	785	672	430	831	2041	876
NM_014966	785	672	430	831	2041	876
NM_003913	797	683	1237	578	1699	1498
NM_016598	1243	1064	1338	2182	2176	1253
NM_001135179	1242	1064	1338	2181	2175	1250
NM_018479	255	219	304	243	507	457
NM_006506	131	112	235	257	355	389
NM_017991	675	579	765	1105	2103	1457
NM_001115016	674	578	758	1105	2094	1457
NM_007255	134	115	137	275	392	214
NM_001128208	49	42	68	66	87	69
NM_015423	247	212	366	269	510	628
NM_001128844	1331	1138	1157	1598	2543	1895
NM_003072	1331	1138	1156	1598	2543	1895
NM_025191	775	665	714	891	2338	2175
NM_016307	63	54	33	121	234	82
NM_023937	153	131	141	91	247	207
NM_001040664	401	343	315	460	726	404
NM_022753	201	172	193	222	582	666
NM_012207	515	441	791	986	1204	1014
NM_006946	2965	4105	2469	2905	3026	2357
NM_145731	100	93	75	81	90	70
NM_001003408	5976	2652	4391	6031	7993	6257
NM_003343	609	678	570	675	1510	1180
NM_017665	36	103	74	29	72	56
NM_000962	468	525	899	624	1869	1456
NM_020937	146	148	341	324	405	316
NM_001093725	109	139	76	38	206	161
NM_006243	783	603	842	1096	1337	1042
NM_016011	49	64	74	84	144	112
NM_001032296	1019	951	1038	1188	1285	1001
NM_017593	272	250	291	357	824	642
NM_001008661	129	173	277	202	286	223
NM_182498	46	62	110	50	216	168
NM_173647	476	822	863	900	1734	1357
NM_130466	654	374	691	1037	1649	1287
NM_183415	627	362	653	1013	1573	1225
NM_016238	540	418	816	1067	1157	905
NM_004491	1686	1544	1287	1495	2884	2251
NM_017635	373	392	565	424	925	722
NM_015292	900	772	947	2223	3326	2589
NM_018989	679	684	674	610	1125	879
NM_002486	488	185	685	1283	1257	981
NM_017772	177	114	136	175	264	245
NM_000033	57	88	83	107	317	201
NM_014579	84	61	109	140	83	75
NM_007183	2500	1226	1845	2373	2933	3732
NM_005808	438	291	580	746	739	675
NM_000319	349	400	306	393	1072	729
NM_175748	333	316	312	402	743	552
NM_001005845	579	939	776	997	2191	1523
NM_172128	867	717	1213	1561	2870	2611
NM_003816	587	984	792	1021	2208	1549
NM_002890	354	374	448	575	891	378
NM_031902	305	390	267	344	572	323
NM_022495	363	213	589	756	1275	1077
NM_002817	505	366	500	642	1597	1470
NM_001025596	570	384	373	481	1292	1369
NM_017706	233	346	247	319	500	215
NM_014573	47	76	72	93	99	52
NM_001136114	94	100	122	157	365	252
NM_001128617	452	376	533	684	587	712
NR_015355	445	457	253	326	1568	355
NR_015451	193	92	169	218	441	571
NM_033544	61	62	86	111	197	143
NM_001017919	61	62	86	111	197	143
NM_004308	976	481	987	1267	2601	2198
NM_004782	277	272	279	360	839	627
NM_014017	58	35	59	76	97	126
NM_021644	487	408	737	950	1157	991
NM_002265	2074	1551	2023	2600	4350	4932
NM_030756	113	89	131	169	291	234
NM_181887	447	337	520	667	1179	1024
NM_005388	121	52	165	213	377	355
NM_148909	194	167	280	236	600	597
NM_148908	194	167	280	236	599	597
NM_024667	577	497	395	478	826	999
NM_176877	1942	1682	2880	2770	2128	3173
NM_015888	453	392	650	774	455	881
NM_033429	132	114	147	245	247	152
NM_001002030	260	224	310	247	534	462
NM_022895	71	61	62	119	143	111
NM_024917	161	139	205	482	482	321
NM_015984	146	126	288	219	291	427
NM_007110	771	667	718	1530	3734	2007
NM_014953	468	405	597	528	777	1298
NM_014811	161	139	126	143	271	263
NM_025134	1756	1514	2615	2842	3885	4139
NM_001006937	224	193	292	218	370	354
NM_002491	50	43	71	52	109	88
NM_021724	118	102	123	436	536	340
NM_000292	277	239	342	482	558	352
NM_022726	146	126	101	127	173	210
NM_019046	65	56	86	85	124	125
NM_016151	615	532	488	867	2218	1288
NM_004549	327	282	392	328	615	507
NM_001002762	194	167	291	616	674	435
NM_007331	430	370	385	478	877	694
NM_005065	937	808	1166	2001	3614	2807
NM_001024401	95	82	39	272	198	33
NM_001080419	297	256	338	783	801	598
NM_020889	197	170	181	250	524	381
NM_052897	494	426	549	1056	1009	754
NM_007104	307	223	170	221	214	180
NM_031913	47	97	90	117	117	24
NM_170707	5146	8513	5299	6885	11873	8666
NM_003010	236	178	260	336	445	522
NM_021141	2027	1656	1906	2469	4409	4556
NM_002926	668	425	692	898	1196	1182
NM_003587	317	588	470	611	981	713
NM_021944	90	55	85	110	140	172
NM_001131023	352	403	311	403	1087	735
NM_016538	181	188	266	344	481	311
NM_006328	901	1343	749	971	2068	1264
NM_021235	388	320	315	409	629	493
NM_006635	1401	703	1224	1582	2445	2907
NM_006956	217	103	410	531	472	672
NM_001135239	1069	639	1248	1618	3452	2760
NM_004837	94	64	114	148	279	370
NM_001551	113	47	90	117	190	186
NM_033318	61	87	137	178	210	90
NM_001135811	75	61	74	96	81	116
NM_004227	261	272	271	351	1075	644
NM_145243	130	65	201	260	330	264
NM_006311	1348	688	1285	1665	2882	2442
NM_203365	366	319	430	557	919	410
NM_152909	131	39	144	187	265	265
NM_018412	108	67	115	149	234	405
NM_020728	1101	1338	1319	1706	3220	1451
NM_001127370	122	77	151	196	151	190
NM_017988	353	256	480	624	887	993
NM_001183	458	437	551	715	1406	1081
NM_001126056	1013	1001	1075	1397	1571	425
NM_001126057	1013	1001	1075	1397	1571	424
NM_016100	427	443	633	819	562	391
NM_014775	172	234	292	378	505	224
NM_012437	111	56	127	165	270	214
NM_052860	72	6	132	171	146	162
NM_004592	471	465	528	682	893	691
NM_201545	423	239	343	443	726	821
NM_005483	221	264	238	309	328	234
NM_002608	139	531	243	315	1153	649
NM_144571	490	486	454	588	1161	868
NM_032679	73	30	144	187	169	175
NM_001130099	431	715	407	529	1460	960
NM_021629	715	110	1022	1323	2484	2561
NM_001039840	90	67	164	212	244	299
NM_015215	58	86	73	95	183	73
NM_005510	84	55	64	107	227	178
NM_004104	3263	6956	2142	1663	4261	3359
NM_001003407	5970	2652	4380	6024	7971	6254
NM_002313	5939	2652	4367	6019	7929	6244
NM_182688	612	683	575	679	1518	1194
NM_022115	152	76	92	166	301	237
NM_022766	489	328	383	1396	1530	1200
NM_024047	104	168	125	156	266	209
NM_033133	670	1065	561	645	2040	1598
NM_018141	44	58	140	180	249	196
NM_004713	544	488	886	772	1229	966
NM_018129	313	364	337	246	940	736
NM_001012302	146	106	162	463	262	205
NM_017972	300	186	351	532	805	632
NM_015367	487	362	560	1383	1511	1190
NM_152641	715	338	855	1183	1521	1196
NM_005066	3075	3170	3554	3058	5076	4001
NM_139273	259	187	359	518	954	748
NM_001751	259	187	358	518	953	747
NM_032775	114	132	122	141	513	404
NM_021120	433	229	359	522	521	410
NM_001005374	294	149	333	725	461	363
NM_012308	2012	2641	1571	1805	4664	3674
NM_018963	1478	1304	2292	1334	3113	2451
NM_018066	55	103	111	102	258	203
NM_007371	360	283	442	765	977	767
NM_030914	228	120	213	652	662	520
NM_001002249	49	86	65	44	174	137
NM_005524	333	289	384	319	373	349
NM_139015	512	444	546	635	650	724
NM_152268	90	78	73	53	109	160
NM_016441	1180	1029	959	2740	2926	1838
NM_006509	115	100	113	244	550	237
NM_032796	194	169	373	220	529	488
NM_001077443	382	332	370	416	701	690
NM_004500	382	332	370	416	701	690
NM_004723	442	383	412	734	2230	730
NM_001677	835	725	959	1120	1272	3765
NM_015330	690	599	770	1220	1687	1284
NM_001100389	115	100	127	146	238	333
NM_000876	2137	1863	2549	5257	7120	5314
NM_020452	380	330	253	596	1753	847
NM_001015877	273	237	381	398	436	614
NM_172220	83	72	1	166	749	69
NM_001693	864	750	588	1081	2257	1235
NM_001033002	89	77	136	201	160	120
NM_003818	218	190	205	309	642	251
NM_024863	234	204	293	221	384	364
NM_003611	149	129	270	328	292	250
NM_001098832	341	296	292	205	698	760
NM_032837	340	296	284	203	695	759
NM_006947	317	275	340	419	695	786
NM_199242	269	233	269	606	963	262
NM_178314	169	147	186	243	512	284
NM_019108	147	128	139	182	368	257
NM_017575	626	545	583	1318	1669	1066
NM_002836	503	436	430	804	1292	596
NM_173477	368	147	191	249	156	234
NM_138333	167	142	175	229	449	385
NM_002818	69	155	203	265	323	236
NM_014393	248	95	313	408	577	479
NM_198227	299	165	326	424	514	608
NM_001099679	250	77	292	381	463	384
NM_012210	251	77	292	381	463	384
NM_001024070	81	83	90	118	280	96
NM_020214	274	73	407	532	882	786
NM_006927	178	296	160	209	1346	523
NM_006560	579	401	382	497	1316	1376
NM_018307	269	199	271	353	510	451
NM_012068	146	210	174	228	526	305
NM_001024071	81	74	90	118	273	95
NM_005340	294	326	354	461	952	485
NM_005968	1506	2628	1691	2198	3367	2239
NM_004035	1281	792	1590	2080	2619	2262
NM_015366	108	182	109	142	391	159
NM_006524	60	45	48	63	111	104
NM_031922	453	376	534	696	589	725
NM_007292	1261	777	1573	2048	2597	2211
NM_014797	179	53	215	280	519	452
NM_001126058	1012	1001	1074	1397	1567	419
NM_001007188	95	94	125	163	239	115
NM_013284	218	216	282	368	690	288
NM_020119	793	520	840	1092	1788	2564
NM_181892	498	381	565	736	1245	1087
NM_015203	576	286	548	717	1100	953
NM_012382	135	156	226	296	570	338
NM_173827	74	61	143	187	296	278
NR_002951	97	209	623	812	932	712
NM_153380	79	76	85	111	297	187
NR_003074	5169	5182	40256	52553	26392	13200
NM_145738	78	68	55	77	80	62
NM_172089	72	63	62	241	374	97
NM_001876	816	714	551	922	1665	1263
NM_024953	501	438	669	758	1022	965
NM_024075	242	212	203	281	568	421
NM_198896	275	240	446	386	817	832
NM_002869	277	243	429	374	809	827
NM_001077446	245	215	211	283	577	423
NM_032945	87	76	73	127	473	186
NM_079423	1979	1738	2836	2261	4808	3840
NR_003045	4520	3971	8837	10016	3769	3140
NM_012458	269	235	220	308	429	197
NM_001077624	56	49	178	90	204	208
NM_207521	1604	1407	2655	2075	5987	5165
NM_058004	757	661	711	1409	2660	1862
NM_001018115	182	159	178	366	354	276
NM_013365	502	439	515	1135	1201	811
NM_001001852	601	525	369	1348	1617	749
NM_024930	127	111	105	187	162	104
NM_001104558	127	111	105	187	162	104
NM_001122823	305	267	412	614	801	562
NM_012087	305	267	412	614	801	562
NM_152301	343	300	597	356	758	824
NM_139182	352	308	556	575	499	1487
NM_018095	89	78	117	122	216	222
NR_024222	89	78	117	122	216	222
NM_016143	453	396	373	642	910	359
NM_004656	752	658	519	1223	1742	929
NM_001190	147	129	155	319	248	135
NM_198540	63	55	71	108	186	69
NM_001667	155	136	125	228	453	272
NM_033656	1935	1695	2873	1729	4304	3749
NM_020774	1004	878	1235	1249	2502	2207
NM_018693	279	245	393	385	644	539
NM_007349	137	120	218	400	294	143
NM_018727	122	107	171	324	452	252
NM_001042369	328	288	292	272	506	583
NM_017994	403	353	467	439	1128	962
NM_015072	442	229	462	805	832	657
NM_080669	105	251	109	141	430	339
NM_012461	639	512	521	833	1134	900
NM_004711	258	301	157	130	198	156
NM_014681	245	212	205	439	581	461
NM_152574	194	125	224	594	250	198
NM_001441	141	145	248	188	217	172
NM_024026	71	124	123	100	157	124
NM_001930	111	166	133	159	323	255
NM_005134	1816	1822	2279	1503	2866	2264
NM_001042388	1818	1830	2309	1519	2885	2277
NM_006858	64	72	97	77	327	259
NM_006191	311	273	218	404	472	373
NR_024320	567	286	224	583	1849	1468
NM_001136473	575	298	225	585	1856	1473
NM_020381	121	34	143	250	283	224
NM_017926	308	186	359	538	811	643
NM_015914	207	249	234	212	594	470
NM_001002248	49	113	66	50	179	141
NM_001123328	144	160	205	97	593	468
NM_031923	115	69	103	176	193	152
NM_001025249	87	154	169	199	308	243
NM_020375	436	219	176	392	756	598
NM_001003688	580	198	462	618	1177	929
NM_000632	99	87	88	332	759	149
NM_002969	84	74	74	263	607	231
NM_005180	168	148	284	337	624	527
NM_016131	3864	3396	3682	3632	5786	7031
NM_020319	103	91	136	87	155	241
NM_015012	128	113	239	175	212	346
NM_001018677	90	79	187	171	288	389
NM_018979	5089	4482	3727	4629	8879	14204
NM_032458	279	246	394	400	448	628
NM_018839	444	391	372	632	891	352
NM_002040	82	72	172	135	280	227
NM_004368	530	468	293	570	879	681
NM_015000	391	344	507	499	849	980
NM_025193	98	86	57	323	544	118
NM_005923	516	455	639	706	1428	1134
NM_152434	123	108	208	268	266	320
NM_001135745	82	72	156	152	289	280
NM_001549	218	29	175	230	231	758
NM_033503	101	199	80	105	1205	649
NM_000526	29614	18199	26850	35150	60612	79311
NM_001006115	317	493	395	518	948	598
NR_003231	707	908	5733	7540	7016	1705
NM_001131024	338	397	293	384	1036	725
NM_004712	884	1118	864	1133	2290	1800
NM_005506	892	673	1071	1406	3410	3559
NM_012456	85	143	102	134	212	152
NM_213636	62	171	124	163	536	251
NM_015608	145	96	290	382	348	391
NM_001024024	82	82	92	121	284	98
NM_013436	1880	1490	1792	2349	4093	5707
NM_205842	1880	1490	1792	2349	4093	5707
NM_079421	43	52	53	70	211	126
NM_001800	43	53	53	70	216	126
NM_002835	635	430	717	941	1650	2670
NM_014007	393	184	420	551	1370	1117
NM_100486	642	455	799	1048	1296	1362
NM_021807	964	476	1052	1384	1989	1655
NM_006626	132	61	236	311	388	523
NM_153001	306	315	354	464	735	493
NM_181527	401	403	594	782	528	386
NM_001007467	175	234	295	389	512	225
NM_032182	184	130	260	342	362	423
NM_012256	163	318	260	341	378	168
NM_201544	417	240	343	452	706	789
NM_006499	430	240	344	452	735	826
NM_138423	238	343	319	419	1008	680
NM_001001433	1473	638	1529	2002	3136	3040
NM_001134772	1473	638	1529	2002	3136	3040
NM_001134773	1468	638	1529	2002	3133	3035
NM_003763	1468	638	1529	2002	3133	3035
NM_024741	57	32	70	92	145	179
NM_003340	451	313	489	643	1087	1070
NM_198850	432	544	331	348	394	314
NM_182640	80	35	98	133	150	119
NM_001035254	1363	783	1141	3244	1801	1435
NM_032772	166	157	175	205	462	369
NM_006445	2436	2033	2032	4149	4656	3718
NM_021019	1987	1761	2856	2271	4841	3861
NM_144578	834	540	905	1502	2533	2022
NM_024594	472	697	603	514	1121	892
NM_198038	75	107	98	115	192	153
NM_001136472	568	286	224	585	1850	1469
NM_001128147	221	267	279	312	536	427
NM_178238	208	126	320	495	684	546
NM_080632	133	179	209	256	204	162
NM_005762	1992	2585	1576	1956	4259	3402
NM_003757	226	305	294	301	696	555
NM_001025204	205	252	288	352	293	234
NM_016476	49	113	66	50	181	144
NM_006297	201	150	170	318	345	274
NM_001002246	48	110	60	50	177	141
NM_017910	112	94	123	296	224	178
NM_201428	370	592	444	486	885	705
NM_001127889	291	244	340	615	975	779
NM_001014438	263	192	361	537	976	779
NM_138609	1148	1393	1440	1329	1428	1134
NM_006861	568	404	394	660	1110	884
NM_005225	75	470	84	96	222	177
NM_001099270	246	180	274	532	902	720
NM_001012614	547	406	590	981	2131	1697
NM_015388	251	264	307	381	910	723
NM_005900	586	199	472	629	1186	945
NM_014014	2321	1952	1892	3355	5183	4122
NM_004586	915	626	882	1735	2480	1970
NM_004475	662	408	662	903	1870	1489
NM_145918	170	151	123	239	1447	507
NM_172130	106	94	59	433	565	157
NM_003636	106	94	59	440	566	157
NM_006470	814	721	558	680	581	586
NM_003222	372	331	506	347	438	846
NM_173558	86	76	102	138	555	105
NM_001080547	61	54	94	131	424	136
NM_003120	61	54	94	131	424	136
NM_025090	744	659	673	768	1496	1201
NM_003074	1680	1493	1619	2337	2963	2178
NR_024153	248	220	122	218	459	322
NM_014168	52	46	99	126	111	154
NM_021238	69	61	74	96	81	115
NM_017626	143	127	205	464	425	307
NM_006390	695	619	823	913	1399	2115
NM_001006936	224	199	293	218	371	354
NM_001006935	224	199	293	218	371	354
